@relation clean_data

@attribute Location {Mumbai,Pune,Chennai,Coimbatore,Hyderabad,Jaipur,Kochi,Delhi,Bangalore,Kolkata,Ahmedabad}
@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Mileage numeric
@attribute Engine numeric
@attribute Power numeric
@attribute Seats numeric
@attribute Price numeric

@data
Hyderabad,2014,64394,Diesel,22.7,1498,89.84,5,5.45
Mumbai,2010,76000,Diesel,18.8,1248,90,5,2.7
Coimbatore,2016,48719,Diesel,27.3,1498,98.6,5,6.25
Hyderabad,2016,59711,Diesel,15.1,2179,140,7,13.28
Coimbatore,2012,83000,Diesel,23.08,1461,63.1,5,3.7
Hyderabad,2018,10714,Diesel,19.27,2143,167.62,5,39.51
Kolkata,2010,127510,Diesel,19,1248,90,5,1.4
Jaipur,2014,35010,Diesel,22.9,1248,74,5,3.5
Pune,2012,75451,Petrol,17.5,1197,85.8,5,3.78
Kolkata,2015,83000,Diesel,19.09,1405,69.01,5,2.7
Delhi,2013,38755,Diesel,25.8,1498,98.6,5,3.2
Chennai,2016,30000,Petrol,20.4,1197,81.8,5,5
Kolkata,2012,40000,Diesel,20.77,1248,88.8,7,7
Ahmedabad,2014,19500,Petrol,18.9,1197,82,5,2.85
Bangalore,2016,41000,Petrol,19.69,1198,67.04,5,4.25
Hyderabad,2014,30000,Petrol,18.9,1197,82,5,4.9
Delhi,2017,37000,Diesel,17.1,1956,170,5,16.9
Pune,2014,62000,Diesel,22.07,1199,73.9,5,4.25
Kolkata,2015,42023,Petrol,15.5,1198,86.7,5,4.34
Kochi,2012,51001,Diesel,16.09,1995,184,5,17
Kochi,2017,55389,Diesel,18.88,1995,184,5,28.45
Kochi,2014,46728,Petrol,15.6,1497,116.3,5,6.15
Delhi,2014,58995,Diesel,12.83,2696,162,7,9.25
Jaipur,2015,37857,Diesel,26.59,1248,74,5,4.85
Pune,2014,71000,Diesel,25.2,1248,74,5,4.8
Mumbai,2012,49024,Petrol,18.4,1198,86.8,5,2.3
Pune,2016,10770,Petrol,18.9,1197,82,5,4.75
Jaipur,2017,72000,Diesel,22.95,1248,74,5,5
Mumbai,2015,91000,Petrol,21.1,814,55.2,5,2.5
Delhi,2017,14000,Petrol,18.6,1197,81.83,5,5.95
Delhi,2014,48000,Diesel,9,1984,181,5,16
Hyderabad,2014,75136,Diesel,22.7,1498,89.84,5,6.15
Hyderabad,2014,32500,Petrol,21.1,1197,85.8,5,4.05
Hyderabad,2010,94500,Diesel,21.9,1396,90,5,3.1
Coimbatore,2013,34900,Petrol,22,1197,81.8,5,5.49
Jaipur,2010,42400,Petrol,8,4806,394.3,4,42.91
Kolkata,2015,50000,Diesel,17.8,1248,75,5,5.7
Bangalore,2014,35000,Petrol,19.4,1198,86.8,5,2.85
Coimbatore,2012,37000,Petrol,18.6,1199,79.4,5,2.35
Pune,2018,32807,Petrol,13,1591,121.3,5,14.76
Mumbai,2008,119000,Petrol,17.7,1497,78,5,2.25
Delhi,2016,12000,Petrol,18.5,1197,85.8,5,3.65
Hyderabad,2016,46727,Diesel,22.77,1498,98.59,5,7.25
Mumbai,2010,73336,Diesel,13.2,1995,170,5,10.69
Chennai,2014,9000,Petrol,17.01,1591,121.3,5,5.5
Mumbai,2005,240000,Diesel,12.8,2494,102,8,5.1
Mumbai,2014,25422,Petrol,22.5,998,67.04,5,3.25
Hyderabad,2018,14000,Diesel,25.47,1248,88.5,7,9.25
Kochi,2008,66000,Petrol,19.7,796,46.3,5,1.7
Bangalore,2010,55324,Petrol,19,998,66.1,5,2.87
Kolkata,2009,90000,Diesel,11,2993,235,5,17.75
Bangalore,2017,43000,Petrol,18.15,1198,82,5,4.5
Pune,2008,58483,Petrol,19.2,1197,80,5,2.95
Hyderabad,2007,93000,Petrol,12.9,1799,130,5,2.6
Ahmedabad,2010,50000,Petrol,20.36,1197,78.9,5,3
Pune,2014,78616,Diesel,14.84,2143,170,5,15.5
Kolkata,2011,37000,Petrol,17.6,1496,88.73,5,2.8
Bangalore,2010,54801,Petrol,17,1497,118,5,2.5
Pune,2014,29000,Diesel,23.4,1248,74,5,5.75
Kolkata,2010,68000,Petrol,22,1197,81.8,5,2.8
Pune,2014,58000,Petrol,17.01,1591,121.3,5,4.59
Mumbai,2012,64290,Diesel,23.2,1248,73.94,5,3.65
Pune,2015,31000,Diesel,13,2982,168.5,7,19.85
Hyderabad,2018,16039,Diesel,17.1,1956,170,5,18.5
Delhi,2017,19860,Petrol,18.6,1197,81.83,5,6.95
Jaipur,2014,48500,CNG,26.6,998,58.16,5,2.85
Jaipur,2012,75391,Diesel,13.93,2179,138,7,3.75
Kolkata,2008,78000,Diesel,19.3,1248,73.9,5,2.3
Hyderabad,2016,78000,Diesel,25,1396,69.01,5,2.3
Kolkata,2016,52000,Diesel,28.4,1248,74,5,5.95
Coimbatore,2016,30000,Petrol,23.1,998,67.04,5,3.49
Coimbatore,2016,19254,Diesel,14.69,2993,258,5,47.7
Bangalore,2015,29651,Petrol,16.47,1198,74,5,6.43
Kolkata,2011,80000,Diesel,13.93,2179,138.03,7,4.5
Kolkata,2018,2971,Petrol,13.6,1598,181,4,39.75
Ahmedabad,2015,21400,Petrol,15.6,1196,70,5,4
Delhi,2015,77000,Diesel,26,1498,98.6,5,6.98
Delhi,2006,80000,Diesel,12.6,1991,112,7,1.75
Hyderabad,2013,81755,Diesel,20,1968,108.5,5,4.75
Hyderabad,2016,99593,Diesel,11.5,2982,171,7,23.5
Hyderabad,2014,39791,Diesel,22.32,1582,126.32,5,7.49
Mumbai,2015,113000,Diesel,15.1,2179,140,7,10.85
Bangalore,2017,24000,Petrol,25.17,799,53.3,5,3.5
Bangalore,2015,39000,Petrol,18.6,1197,81.83,5,6.3
Coimbatore,2012,37000,Petrol,15.6,1497,116.3,5,6.75
Kochi,2017,61108,Diesel,10.91,3198,197,7,28.88
Mumbai,2016,61648,Petrol,13.7,1798,157.75,5,14.23
Mumbai,2012,37000,Diesel,22.69,1995,190,5,15
Jaipur,2013,53000,CNG,22.8,1373,80.9,7,5.8
Jaipur,2013,65000,Diesel,23.2,1248,73.94,5,3.75
Jaipur,2005,120000,Petrol,0,1086,0,5,1.15
Mumbai,2011,148009,Diesel,11.5,2982,171,7,12.75
Mumbai,2009,53001,Petrol,16.1,1298,88.2,5,1.95
Delhi,2018,22345,Petrol,20.3,1199,84,5,4.95
Hyderabad,2015,50000,Petrol,18,1497,117.3,5,8.25
Hyderabad,2013,48183,Diesel,13.2,1995,170,5,20.99
Kochi,2010,93000,Diesel,14.21,2143,203,5,17.5
Delhi,2015,53500,Diesel,28.4,1248,74,5,5.36
Kolkata,2014,17585,Petrol,16.02,1373,93.7,7,6.35
Coimbatore,2011,36226,Petrol,17.01,1591,121.3,5,2.95
Kolkata,2019,25899,Diesel,12.63,2179,147.5,5,55.7
Hyderabad,2009,60170,Petrol,0,1086,62,5,1.15
Kochi,2017,11200,Diesel,19.27,2143,167.62,5,37.5
Kolkata,2017,49045,Petrol,20.36,1197,78.9,5,4.07
Delhi,2012,45000,Diesel,22.07,1199,73.9,5,2.99
Mumbai,2017,40000,Diesel,24.3,1248,88.5,5,7.9
Jaipur,2016,36600,Diesel,19.87,1461,83.8,5,7.49
Delhi,2009,117000,Diesel,18,1248,75,5,1.1
Mumbai,2016,16000,Diesel,11.3,2987,254.8,7,56
Hyderabad,2016,50000,Diesel,25.4,1186,73.97,5,3.5
Mumbai,2008,150000,Diesel,18.1,1493,110,5,3
Bangalore,2014,11000,Petrol,17.01,1591,121.3,5,6.1
Chennai,2010,102016,Petrol,15.6,1196,70,5,2.25
Hyderabad,2016,38000,Diesel,25.2,1248,74,5,5.95
Bangalore,2013,71491,Diesel,23.08,1461,63.12,5,4.95
Delhi,2015,46354,Petrol,16.47,1198,74,5,5.49
Ahmedabad,2019,87000,Diesel,22.69,1995,190,5,6.67
Ahmedabad,2015,20765,Petrol,15,1598,103.52,5,6.25
Coimbatore,2005,58000,Petrol,0,999,0,5,1.51
Jaipur,2014,51076,Diesel,12.07,2967,241.4,7,34.88
Kolkata,2016,84085,Diesel,26.21,1248,88.5,5,6.9
Mumbai,2014,55000,Diesel,25.1,1498,98.6,5,5.99
Pune,2010,73000,Petrol,10.93,3498,272,5,10.4
Coimbatore,2012,50001,Diesel,14.57,2967,241.38,5,29
Kochi,2016,93166,Diesel,14.02,2179,118.3,7,5.85
Mumbai,2006,99583,Petrol,12,1493,100,5,2.21
Pune,2010,72000,Petrol,15.5,1586,103.3,5,2.4
Pune,2009,70000,Petrol,14.53,1798,138.1,5,3
Pune,2012,61000,Petrol,14.4,1598,103.6,5,3.75
Hyderabad,2015,66510,Petrol,21.1,814,55.2,5,2.95
Hyderabad,2011,84062,Diesel,20,1968,108.5,5,5.8
Kolkata,2012,80799,Diesel,22.9,1248,74,5,4.9
Hyderabad,2018,5000,Petrol,14.28,1798,138.03,5,16.95
Hyderabad,2013,92000,Diesel,12.99,2494,100,8,12.5
Mumbai,2017,53000,Diesel,27.28,1047,69,5,5
Mumbai,2015,39822,Petrol,15.41,1598,103.52,5,4.68
Kochi,2016,29000,Diesel,10.91,3198,197,7,29.8
Pune,2017,24214,Petrol,25.17,799,53.3,5,3.46
Chennai,2012,75000,Diesel,23,1396,90,5,4
Kochi,2012,77216,Diesel,17.5,1896,106,5,4.5
Delhi,2013,74290,Diesel,21.43,1364,87.2,5,5.87
Chennai,2015,61000,Diesel,15.4,2179,120,8,9.5
Coimbatore,2013,44000,Diesel,14.16,1968,174.3,5,32.5
Coimbatore,2014,74041,Diesel,18.2,1248,73.8,8,3.88
Delhi,2013,85846,Diesel,22.69,1995,190,5,13.08
Mumbai,2012,52000,Diesel,21.64,1461,84.8,5,3.5
Bangalore,2010,47000,Petrol,12.8,2354,177.6,5,3.5
Jaipur,2010,72010,Diesel,16.8,1493,110,5,4.45
Kolkata,2015,15000,Petrol,16.8,796,34.2,8,2.35
Kolkata,2015,480000,Petrol,17.4,1497,117.3,5,5
Chennai,2012,24720,Diesel,0,2967,241.4,5,28
Mumbai,2007,75000,Petrol,16.6,1388,68,5,2
Kochi,2015,57000,Diesel,22.54,1396,88.73,5,6.35
Pune,2015,41057,Diesel,13,2143,201.1,5,24.63
Chennai,2012,92000,CNG,26.2,998,58.2,5,3
Mumbai,2016,20000,Diesel,22.77,1498,98.59,5,7.9
Delhi,2011,52359,Petrol,18.5,1197,80,5,3.25
Kolkata,2016,17000,Petrol,17.8,1497,117.3,5,8.25
Pune,2011,39002,Diesel,23.08,1461,63.1,5,2.85
Kolkata,2010,129986,Diesel,20,1399,68,5,3.2
Kolkata,2013,45000,Petrol,18.44,1198,75,5,1.75
Ahmedabad,2013,41300,Diesel,17.8,1248,0,5,3.38
Mumbai,2009,82002,Petrol,12.8,2354,177.6,5,5.75
Hyderabad,2010,67000,Petrol,13.7,1798,157.75,5,4.7
Ahmedabad,2017,21260,Petrol,14,796,35,5,2.9
Chennai,2012,55362,Diesel,21.9,1396,88.8,5,4.25
Kochi,2017,13000,Diesel,17.01,1582,126.2,5,14.5
Jaipur,2016,45725,Diesel,25.2,1248,74,5,5.34
Hyderabad,2014,105000,Diesel,25.2,1248,74,5,3.85
Mumbai,2009,156056,Diesel,12.8,2494,102,8,8.5
Delhi,2016,135000,Diesel,24.4,1120,71,5,4.2
Jaipur,2016,67000,Diesel,20.77,1248,88.7,7,6.75
Coimbatore,2016,90000,Diesel,10.91,3198,197.2,7,26
Mumbai,2019,32251,Diesel,22.54,1396,88.73,5,8.61
Mumbai,2009,47000,Petrol,19,998,67.1,5,1.46
Kochi,2011,75308,Diesel,21.1,1248,73.9,5,2.8
Mumbai,2018,44202,CNG,32.26,998,58.2,4,4
Mumbai,2014,58000,Petrol,17,1497,118,5,5.47
Hyderabad,2009,60000,Petrol,17.5,1298,85.8,5,2.45
Mumbai,2014,45000,Diesel,17.05,1995,184,5,21.5
Chennai,2010,41195,Petrol,15,1368,90,5,1.38
Bangalore,2016,89000,Diesel,16,2179,140,7,13.5
Mumbai,2009,60510,Petrol,16.95,1197,78.9,5,3.1
Kochi,2016,8500,Petrol,21.4,1197,83.1,5,5.49
Mumbai,2017,35981,Diesel,24.3,1248,88.5,5,9.51
Delhi,2012,23152,Petrol,15.6,1196,70.02,5,2.39
Mumbai,2014,74663,CNG,33.54,998,67.04,5,3.25
Ahmedabad,2014,61529,Petrol,18.19,1197,103.5,5,5.65
Kochi,2010,91596,Diesel,14.95,2489,93.7,7,1.85
Hyderabad,2019,14298,Petrol,13.33,2995,340,5,2.02
Hyderabad,2013,83327,Diesel,19.3,1248,73.9,5,5.8
Chennai,2017,22857,Petrol,16.2,1199,74,5,6.9
Bangalore,2013,34620,Petrol,17.01,1591,121.3,5,5.35
Chennai,2010,56000,Petrol,19.81,1086,68.05,5,2.85
Jaipur,2014,81000,Diesel,13,2143,204,5,22.75
Coimbatore,1998,95150,Petrol,17.3,993,60,5,0.45
Coimbatore,2013,32776,Petrol,20.36,1197,78.9,5,4.64
Jaipur,2016,51587,Diesel,25.8,1498,98.6,5,5.27
Mumbai,2016,36000,Diesel,14.1,2179,148,7,10
Kochi,2015,22000,Petrol,18.5,1198,86.8,5,3.95
Coimbatore,2010,30754,Petrol,17,1197,80,5,3.38
Kolkata,2018,37109,Petrol,14.69,1390,120.33,5,16.8
Coimbatore,2010,45000,Petrol,16.7,1198,88.8,5,1.99
Coimbatore,2017,33284,Petrol,18.9,1197,82,5,5.84
Kolkata,2016,55115,Diesel,14.74,2993,270.9,5,36.15
Coimbatore,2014,18000,Diesel,16.36,2179,187.7,5,25.7
Delhi,2013,130790,Diesel,16,2179,140,7,9.24
Coimbatore,2015,16607,Diesel,22.7,1598,118,5,7.65
Delhi,2015,32205,Diesel,17.11,1968,174.33,5,25.31
Coimbatore,2013,67000,Diesel,19.01,1461,108.45,5,4.75
Mumbai,2014,57676,Petrol,19.1,1197,85.8,5,6.69
Jaipur,2012,41000,Petrol,16.47,1198,73.9,5,3.1
Coimbatore,2012,65000,Petrol,19.7,796,35,8,1.55
Hyderabad,2019,12153,Petrol,18.9,1197,81.86,5,6.84
Kochi,2014,16810,Petrol,25.4,624,37.5,4,1.6
Mumbai,2017,61221,Petrol,17.84,1395,147.51,5,21.73
Chennai,2015,22000,Petrol,16.47,1198,74,5,4.75
Kochi,2015,63714,Petrol,22.74,796,47.3,5,2.45
Delhi,2019,14857,Diesel,20.7,1496,113.98,5,31.55
Coimbatore,2012,69000,Diesel,15.2,1968,140.8,5,10.25
Hyderabad,2019,14648,Diesel,12.62,2198,158,7,27.36
Jaipur,2013,100000,Petrol,15.8,1499,110,5,6.5
Mumbai,2016,22000,Petrol,18.9,1197,82,5,4.25
Kolkata,2014,10000,Petrol,18.2,1199,82.4,5,5.5
Kochi,2015,107000,Petrol,20.85,1197,83.14,5,4
Delhi,2017,48198,Petrol,17.57,1193,88.7,5,4.65
Coimbatore,2015,15000,Diesel,19.27,2143,170,5,28.5
Hyderabad,2014,80073,Diesel,17.3,1998,163.7,5,7.11
Jaipur,2013,85388,Diesel,21.1,1248,73.9,5,3.9
Pune,2017,14700,Petrol,18.9,1197,81.86,5,5.6
Kolkata,2012,150000,Diesel,28.4,1248,73.75,5,2.25
Coimbatore,2011,34994,Diesel,22.32,1582,126.32,5,3.9
Delhi,2014,82536,Diesel,14.74,2993,270.9,5,28.63
Pune,2013,82000,Petrol,13.7,1798,157.75,5,7.25
Mumbai,2006,52000,Petrol,18.9,998,67.1,5,2
Hyderabad,2011,20000,Petrol,16.47,1198,73.9,5,3.5
Ahmedabad,2011,55000,Petrol,14.8,1799,130.2,5,5
Chennai,2015,47001,CNG,20,1196,63,5,3.72
Kolkata,2014,52000,Petrol,22.5,998,67.04,5,3.45
Coimbatore,2013,43284,Diesel,23.4,1248,74,5,4.5
Bangalore,2018,23875,Petrol,13,1591,121.3,5,14.36
Mumbai,2016,51866,Petrol,18.9,1197,82,5,5.5
Coimbatore,2013,69000,Diesel,23.08,1461,63.1,5,3
Chennai,2017,62788,Petrol,18.9,1197,81.86,5,6.08
Kochi,2013,150000,Diesel,20.54,1598,103.6,5,5
Chennai,2015,47566,Diesel,12.55,2982,168.5,7,20.25
Pune,2002,67000,Petrol,0,999,0,5,1.2
Pune,2018,20300,Diesel,11.36,2755,171.5,7,18
Pune,2015,48300,Diesel,20,2143,107.3,5,17.5
Bangalore,2013,30000,Petrol,21.1,814,55.2,5,2.1
Kochi,2012,36000,Diesel,22.7,1582,126.24,5,7.5
Bangalore,2015,27641,Diesel,20.7,1496,113.98,4,24.77
Chennai,2015,60000,Diesel,19.64,1461,108.45,5,8.65
Delhi,2019,9000,Diesel,10.91,3198,197,7,35.5
Delhi,2014,60750,Petrol,14.28,1798,138.03,5,10.5
Kolkata,2018,9000,Diesel,14,2179,155,7,13
Ahmedabad,2012,41100,Diesel,16.77,2993,261.49,5,26.5
Kochi,2004,60000,Petrol,17.3,1061,64,5,1.4
Delhi,2017,38424,Petrol,17.8,1497,117.3,5,7.51
Mumbai,2014,50000,Diesel,22.9,1248,74,5,4.3
Kochi,2015,19000,Petrol,18,1497,117.3,5,8.95
Coimbatore,2015,58734,Diesel,20.77,1248,88.76,7,6.91
Jaipur,2016,65257,Diesel,19.01,1461,108.45,5,9.75
Hyderabad,2010,130000,Diesel,19.3,1248,73.9,5,4
Chennai,2011,79000,Diesel,23.2,1248,73.94,5,3.65
Kochi,2013,78000,Diesel,15.1,2179,140,7,10.75
Coimbatore,2015,49133,Petrol,19.4,1198,86.8,5,4.51
Coimbatore,2016,22769,Diesel,0,2987,165,5,49.22
Hyderabad,2014,54448,Diesel,21.02,1248,88.8,5,3.7
Delhi,2014,158793,Diesel,12.8,2494,102,7,12.99
Kolkata,2015,62088,Petrol,18.6,1197,85.8,5,4.15
Kolkata,2012,14800,Petrol,17.01,1591,121.3,5,4.4
Mumbai,2015,26000,Petrol,17.3,1497,117.3,7,4.25
Jaipur,2017,32005,Petrol,18,1198,86.7,5,4.25
Pune,2017,35000,Petrol,18,1497,117.3,5,7.7
Mumbai,2015,52000,Diesel,12.7,2179,187.7,5,39.75
Jaipur,2017,11000,Petrol,17.4,1497,117.3,5,8.5
Chennai,2008,62000,Petrol,9.5,2997,231.1,5,7
Delhi,2002,65134,Petrol,13.8,1299,70,5,0.8
Hyderabad,2013,71000,Diesel,13,2982,168.5,7,15.25
Kolkata,2008,51366,Petrol,19,998,66.1,5,2.25
Coimbatore,2016,46300,Diesel,14.07,1948,83.1,7,4.85
Chennai,2012,60908,Petrol,15.6,1497,116.3,5,6.42
Hyderabad,2012,93450,Diesel,23.19,1461,63.12,5,2.5
Pune,2011,104000,Diesel,19.08,1582,126.32,5,5.75
Coimbatore,2003,52000,Petrol,16.1,796,37,4,0.5
Delhi,2015,42999,Diesel,15.1,2179,140,7,11.52
Bangalore,2014,90000,Diesel,21.5,1248,88.8,5,4.5
Coimbatore,2013,72000,Petrol,15,1396,98.6,5,4.75
Kochi,2019,54321,Diesel,19.67,1582,126.2,5,13.54
Hyderabad,2015,59630,Diesel,13,2143,201.1,5,23.41
Ahmedabad,2013,116000,Diesel,12.55,2982,168.5,7,19.25
Delhi,2015,34000,Diesel,9,1984,181,5,20
Chennai,2011,70000,Diesel,14.21,2143,203,5,13
Pune,2010,80000,Petrol,10.2,2354,180,5,3.99
Ahmedabad,2015,110000,Diesel,25.8,1498,98.6,5,4.65
Kolkata,2013,56454,Diesel,28.4,1248,73.75,5,4.65
Delhi,2013,60000,Petrol,18.6,1197,85.8,5,3.15
Bangalore,2013,56000,Petrol,14.53,1798,138.1,5,8.25
Chennai,2012,63000,Diesel,11.49,4367,335.3,5,65
Kolkata,2012,63000,Diesel,22.9,1248,74,5,4.5
Mumbai,2017,15050,Diesel,16.3,1956,170,5,17.5
Kochi,2016,29401,Petrol,20.4,1197,81.8,5,4.31
Chennai,2016,25238,Petrol,18.7,1199,88.7,5,6.2
Kochi,2011,79000,Diesel,23.59,1364,0,5,4.67
Delhi,2011,58752,Petrol,16.47,1198,73.9,5,3.32
Bangalore,2011,62000,Petrol,12.9,1799,130,5,3.75
Chennai,2013,132000,Petrol,16.78,1496,88.73,5,4.7
Hyderabad,2016,51000,Petrol,17.01,1591,121.3,5,6.5
Coimbatore,2009,185200,Diesel,12.8,2494,102,8,7.25
Kolkata,2016,61717,Diesel,22.7,1598,118,5,8.94
Delhi,2018,8896,Petrol,19,1194,94.68,5,7.34
Mumbai,2016,17000,Petrol,21.4,1197,83.1,5,6.9
Pune,2016,31378,Petrol,18.2,1199,88.7,5,5.9
Ahmedabad,2013,114000,Diesel,22.32,1582,126.3,5,6.75
Mumbai,2014,81000,Diesel,25.8,1498,98.6,5,4.1
Mumbai,2017,31000,Diesel,18.51,1968,147.51,5,27
Kolkata,2014,35000,Petrol,15,1598,103.52,5,4.5
Jaipur,2013,60001,Diesel,17.11,1968,174.33,5,14.5
Kolkata,2014,75074,Diesel,23.4,1248,74,5,5.25
Jaipur,2012,80000,Diesel,22.3,1248,74,5,1.2
Hyderabad,2006,147350,Diesel,12.99,2494,100.6,8,4.95
Kolkata,2013,60000,Diesel,19.64,1461,108.45,5,7.5
Delhi,2015,7501,Petrol,10,2996,333,4,48
Coimbatore,2015,58000,Diesel,25.8,1498,98.6,5,4.45
Kochi,2018,29277,Diesel,11.57,2987,254.79,5,59.65
Kochi,2015,57034,Diesel,23.2,1248,73.94,5,4.38
Bangalore,2016,40810,Diesel,28.09,1248,88.5,5,7.9
Mumbai,2008,35268,Petrol,0,1086,62,5,1.88
Coimbatore,2008,81000,Diesel,18.48,0,0,0,10.5
Hyderabad,2018,34630,Petrol,21.4,1197,83.1,5,7.29
Chennai,2012,45122,Diesel,23.5,1498,88.7,5,6
Jaipur,2011,126000,Diesel,16,2179,140,7,6.7
Kochi,2009,63000,Petrol,19.7,796,46.3,5,1.5
Kochi,2016,32298,Diesel,20.7,1496,113.98,4,23.8
Coimbatore,2014,63288,Diesel,15.1,2179,140,7,7.77
Kochi,2012,43337,Petrol,17.92,1086,62.1,5,3.32
Delhi,2015,46561,Diesel,22.9,1248,74,5,4.94
Hyderabad,2013,34000,Diesel,20,2143,107.3,5,11
Kochi,2016,48000,Petrol,25.17,799,53.3,5,3.4
Hyderabad,2013,56263,Diesel,22.9,1248,74,5,4.17
Mumbai,2005,84060,Petrol,17.3,993,60,5,1.25
Jaipur,2016,9000,Petrol,18.9,1197,82,5,5.45
Pune,2012,79000,Diesel,21.12,1248,88.8,5,2.59
Delhi,2015,87900,Diesel,16,2179,140,7,12.01
Bangalore,2010,72425,Petrol,17.5,1197,85.8,5,2.45
Hyderabad,2015,38000,Diesel,15.73,1968,174.33,5,29
Hyderabad,2008,83000,Diesel,17.8,1399,0,5,2.4
Delhi,2010,107000,Diesel,14.84,2143,170,5,11.99
Pune,2015,51000,Petrol,18,1497,117.3,5,7.9
Pune,2010,140000,Diesel,12.8,2494,102,7,6.25
Delhi,2011,48000,Petrol,18.6,1199,79.4,5,1.8
Mumbai,2013,62000,CNG,26.6,998,58.16,5,2.8
Jaipur,2015,31000,Petrol,18.7,1199,88.7,5,4.9
Coimbatore,2010,75055,Petrol,18.06,1198,75,5,2.25
Mumbai,2017,51210,Petrol,19.12,1373,91.1,5,8.89
Kolkata,2012,87000,Diesel,12.55,2982,168.5,7,15
Jaipur,2018,17000,Diesel,26.1,1498,99,5,5.65
Hyderabad,2014,57000,Diesel,20.77,1248,88.8,7,7
Chennai,2016,9370,Petrol,22.74,796,47.3,5,2.95
Hyderabad,2013,53226,Petrol,19.4,1198,86.8,5,3.3
Jaipur,2010,120000,Diesel,16.2,1493,110,5,3.5
Coimbatore,2007,75055,Petrol,12.8,1493,100,5,2.3
Delhi,2017,37247,Diesel,19.67,1582,126.2,5,13.69
Mumbai,2013,64000,Diesel,23.59,1364,67.06,5,3.1
Pune,2014,12000,Petrol,13.44,2359,198.25,5,12.75
Chennai,2017,40158,Diesel,19.67,1582,126.2,5,13.75
Chennai,2017,11000,Petrol,18.7,1199,88.7,5,6.75
Mumbai,2014,70010,Diesel,20.54,1598,103.6,5,5.25
Kochi,2015,82000,Diesel,16,2179,140,7,8.75
Bangalore,2017,57259,Diesel,18.49,1493,100,7,8.87
Pune,2010,84000,Petrol,11.1,2354,142,5,6.5
Hyderabad,2012,168000,Diesel,20.77,1248,88.76,7,4.5
Delhi,2012,73670,Diesel,12.83,2696,162,7,12.5
Hyderabad,2014,89540,Diesel,12.55,2982,168.5,7,16.8
Pune,2016,85423,Diesel,20.77,1248,88.8,7,8.75
Kolkata,2013,48823,Diesel,19.5,1582,126.24,5,8.5
Jaipur,2011,35082,Petrol,20.36,1197,78.9,5,2.21
Delhi,2012,126000,Petrol,16.8,796,34.2,5,1.6
Mumbai,2016,19000,Petrol,15.5,1198,86.7,5,6.25
Kochi,2007,69000,Petrol,12.9,1799,130,5,2.25
Ahmedabad,2019,29836,Diesel,17.9,2143,136,5,25.75
Ahmedabad,2010,48002,Petrol,13.14,1798,157.8,5,6.75
Delhi,2015,52324,Diesel,28.09,1248,88.5,5,6.25
Mumbai,2013,65000,Diesel,22.7,1498,89.84,5,5.1
Hyderabad,2009,66000,Diesel,8.7,2987,224.34,5,10.75
Bangalore,2016,75700,Diesel,24,1120,70,5,5.7
Kochi,2013,43000,Diesel,20.5,1598,105,5,5.95
Mumbai,2012,42706,Diesel,25.44,936,56.3,5,2.4
Hyderabad,2013,35000,Diesel,17.21,1493,100,7,3.49
Delhi,2011,54348,Petrol,19.2,1197,80,5,4
Mumbai,2013,84000,Diesel,23.59,1364,67.04,5,3.85
Jaipur,2010,63298,Petrol,14.53,1794,138.1,5,3.95
Kochi,2013,75049,Petrol,20.36,1197,78.9,5,3
Coimbatore,2018,24237,Petrol,18.16,1196,86.8,5,6.7
Bangalore,2016,22767,Petrol,18.5,1197,85.8,5,6.14
Pune,2012,58000,Petrol,15,1396,98.6,5,4.4
Kochi,2017,57000,Diesel,26.59,1248,74,5,4.25
Kolkata,2010,50161,Petrol,8.77,4395,402,5,25.93
Coimbatore,2016,45000,Diesel,22.7,1598,118,5,7
Kochi,2017,68319,Diesel,12.55,2982,168.5,7,25.12
Kolkata,2017,30711,Petrol,20.3,998,68.05,5,4.45
Pune,2011,38277,Diesel,21.9,1396,90,5,2.4
Coimbatore,2012,115000,Diesel,20.54,1598,103.6,5,4.33
Ahmedabad,2017,46849,Petrol,18.5,1197,83.14,5,6.93
Pune,2014,64000,Diesel,21.9,1396,90,5,4.25
Chennai,2010,130923,Diesel,14.21,2143,203,5,12.5
Mumbai,2015,15000,Petrol,18.9,1197,82,5,4.9
Jaipur,2014,32720,Diesel,23,1396,90,5,4.5
Chennai,2016,12500,Petrol,25.17,799,53.3,5,3
Pune,2015,59800,Petrol,16.9,1197,82,5,5.8
Kochi,2011,54211,Petrol,15.04,1598,103.6,5,3.33
Mumbai,2015,62242,Diesel,14.39,1998,163.7,5,6.62
Hyderabad,2015,54000,Diesel,19.01,1461,108.5,5,5.75
Chennai,2012,65000,Diesel,22.32,1582,126.32,5,6.2
Pune,2015,55000,Petrol,23.1,998,67.04,5,3.5
Chennai,2010,71000,Petrol,18.9,998,67.1,5,2
Mumbai,2012,70000,Diesel,21.9,1396,88.8,5,4
Mumbai,2011,53000,Petrol,12.3,1781,163.2,5,9.5
Mumbai,2013,43000,Diesel,17.05,1995,184,5,17.5
Ahmedabad,2015,54000,Petrol,14.3,1598,103.52,5,6.11
Hyderabad,2014,51000,Petrol,20.36,1197,78.9,5,3.75
Mumbai,2007,78000,Diesel,10.5,2835,107.2,6,6.2
Pune,2014,25000,Diesel,26,1498,98.6,5,6.15
